
Параметры:	Период: 01.04.2016 - 27.08.2017
Отбор:	Направление В списке "Автосервис; АТП; Дуговая сварка.; ЗЧ и РМ; Компрессорное; Металлообработка; Насосное; НГО; Подготовка поверхности; Сварочное;..."
	
Направление	Заказ.Дата.Конец дня	Организация	Канал сбыта	Количество заказов	Сумма Руб.
Насосное	27.04.2016 23:59:59	PУТЕКТОР	Дилер	10	680 078,31
Насосное	27.04.2016 23:59:59	PУТЕКТОР	Розница	6	463 858,86
Подготовка поверхности	27.04.2016 23:59:59	PУТЕКТОР	Дилер	3	102 395,36
Подготовка поверхности	27.04.2016 23:59:59	PУТЕКТОР	Розница	3	220 408,68
Сварочное	27.04.2016 23:59:59	PУТЕКТОР	Дилер	4	1 250 136,04
Сварочное	27.04.2016 23:59:59	PУТЕКТОР	КПК	1	77 898,50
Сварочное	27.04.2016 23:59:59	PУТЕКТОР	Розница	3	200 796,33
Строительное	27.04.2016 23:59:59	PУТЕКТОР	Розница	1	800,00
Химическое	27.04.2016 23:59:59	PУТЕКТОР	Дилер	2	189 667,86
Химическое	27.04.2016 23:59:59	PУТЕКТОР	Розница	1	157 384,17
Дуговая сварка.	27.04.2016 23:59:59	Рутектор	Дилер	1	2 805,00
Дуговая сварка.	27.04.2016 23:59:59	Рутектор	КПК	1	1 254 932,09
ЗЧ и РМ	27.04.2016 23:59:59	Рутектор	Розница	1	15 787,22
Компрессорное	27.04.2016 23:59:59	Рутектор	КПК	1	13 188,00
Автосервис	28.04.2016 23:59:59	PУТЕКТОР	Розница	2	18 300,00
АТП	28.04.2016 23:59:59	PУТЕКТОР	Розница	1	110 703,45
Дуговая сварка.	28.04.2016 23:59:59	PУТЕКТОР	Розница	1	10 063,60
ЗЧ и РМ	28.04.2016 23:59:59	PУТЕКТОР	Дилер	7	59 635,68
ЗЧ и РМ	28.04.2016 23:59:59	PУТЕКТОР	Розница	12	116 366,33
Компрессорное	28.04.2016 23:59:59	PУТЕКТОР	Дилер	1	63 600,00
Компрессорное	28.04.2016 23:59:59	PУТЕКТОР	Розница	7	3 578 333,54
Насосное	28.04.2016 23:59:59	PУТЕКТОР	Дилер	18	1 393 235,62
Насосное	28.04.2016 23:59:59	PУТЕКТОР	Розница	10	834 013,31
Подготовка поверхности	28.04.2016 23:59:59	PУТЕКТОР	Дилер	3	77 262,00
Подготовка поверхности	28.04.2016 23:59:59	PУТЕКТОР	Розница	5	511 003,48
Сварочное	28.04.2016 23:59:59	PУТЕКТОР	Дилер	3	42 761,05
Сварочное	28.04.2016 23:59:59	PУТЕКТОР	Розница	7	1 447 052,31
Строительное	28.04.2016 23:59:59	PУТЕКТОР	Розница	1	49 500,00
Химическое	28.04.2016 23:59:59	PУТЕКТОР	Дилер	2	526 996,71
ЗЧ и РМ	28.04.2016 23:59:59	Рутектор	Дилер	2	18 400,53
Компрессорное	28.04.2016 23:59:59	Рутектор	КПК	1	1 100 000,00
Подготовка поверхности	28.04.2016 23:59:59	Рутектор	КПК	1	212 650,00
Сварочное	28.04.2016 23:59:59	Рутектор	Розница	1	38 293,06
Дуговая сварка.	29.04.2016 23:59:59	PУТЕКТОР	Розница	2	97 782,12
ЗЧ и РМ	29.04.2016 23:59:59	PУТЕКТОР	Дилер	8	124 171,25
ЗЧ и РМ	29.04.2016 23:59:59	PУТЕКТОР	Розница	19	199 645,20
Компрессорное	29.04.2016 23:59:59	PУТЕКТОР	Дилер	6	1 091 899,84
Компрессорное	29.04.2016 23:59:59	PУТЕКТОР	Розница	3	282 637,40
Насосное	29.04.2016 23:59:59	PУТЕКТОР	Дилер	7	1 009 042,69
Насосное	29.04.2016 23:59:59	PУТЕКТОР	Розница	7	1 096 235,77
Подготовка поверхности	29.04.2016 23:59:59	PУТЕКТОР	Дилер	1	13 500,00
Подготовка поверхности	29.04.2016 23:59:59	PУТЕКТОР	Розница	2	553 119,43
Сварочное	29.04.2016 23:59:59	PУТЕКТОР	Розница	3	220 393,60
Химическое	29.04.2016 23:59:59	PУТЕКТОР	Дилер	1	178 375,54
Химическое	29.04.2016 23:59:59	PУТЕКТОР	Розница	1	291 713,34
Дуговая сварка.	04.05.2016 23:59:59	PУТЕКТОР	Дилер	1	112 324,39
Дуговая сварка.	04.05.2016 23:59:59	PУТЕКТОР	Розница	3	266 359,60
ЗЧ и РМ	04.05.2016 23:59:59	PУТЕКТОР	Дилер	9	116 370,65
ЗЧ и РМ	04.05.2016 23:59:59	PУТЕКТОР	Розница	17	273 818,18
Компрессорное	04.05.2016 23:59:59	PУТЕКТОР	Дилер	8	626 068,99
Компрессорное	04.05.2016 23:59:59	PУТЕКТОР	Розница	2	261 522,90
Насосное	04.05.2016 23:59:59	PУТЕКТОР	Дилер	12	821 644,28
Насосное	04.05.2016 23:59:59	PУТЕКТОР	Розница	10	669 070,55
Подготовка поверхности	04.05.2016 23:59:59	PУТЕКТОР	Дилер	3	344 478,26
Подготовка поверхности	04.05.2016 23:59:59	PУТЕКТОР	Розница	2	38 800,00
Сварочное	04.05.2016 23:59:59	PУТЕКТОР	Дилер	1	43 980,90
Сварочное	04.05.2016 23:59:59	PУТЕКТОР	КПК	2	8 190 197,97
Сварочное	04.05.2016 23:59:59	PУТЕКТОР	Розница	4	2 654 139,07
Строительное	04.05.2016 23:59:59	PУТЕКТОР	Розница	2	111 731,87
Дуговая сварка.	04.05.2016 23:59:59	Рутектор	КПК	1	209 209,89
ЗЧ и РМ	04.05.2016 23:59:59	Рутектор	КПК	1	85 200,00
Компрессорное	04.05.2016 23:59:59	Рутектор	Дилер	1	52 100,00
Насосное	04.05.2016 23:59:59	Рутектор	Розница	1	71 060,00
Дуговая сварка.	05.05.2016 23:59:59	PУТЕКТОР	Розница	4	228 716,38
ЗЧ и РМ	05.05.2016 23:59:59	PУТЕКТОР	Дилер	7	80 483,55
ЗЧ и РМ	05.05.2016 23:59:59	PУТЕКТОР	Розница	16	577 105,07
Компрессорное	05.05.2016 23:59:59	PУТЕКТОР	Дилер	5	270 078,21
Компрессорное	05.05.2016 23:59:59	PУТЕКТОР	Розница	3	932 500,00
Насосное	05.05.2016 23:59:59	PУТЕКТОР	Дилер	11	503 763,73
Насосное	05.05.2016 23:59:59	PУТЕКТОР	Розница	9	2 818 925,57
Подготовка поверхности	05.05.2016 23:59:59	PУТЕКТОР	Дилер	1	20 700,00
Сварочное	05.05.2016 23:59:59	PУТЕКТОР	КПК	1	2 051 325,80
Сварочное	05.05.2016 23:59:59	PУТЕКТОР	Розница	1	18 529,18
Строительное	05.05.2016 23:59:59	PУТЕКТОР	Розница	2	157 181,00
Химическое	05.05.2016 23:59:59	PУТЕКТОР	Дилер	1	358 505,36
Химическое	05.05.2016 23:59:59	PУТЕКТОР	Розница	4	437 728,74
ЗЧ и РМ	05.05.2016 23:59:59	Рутектор	Дилер	1	5 678,00
Химическое	05.05.2016 23:59:59	Рутектор	Розница	1	564 823,25
ЗЧ и РМ	06.05.2016 23:59:59	PУТЕКТОР	Дилер	11	461 131,92
ЗЧ и РМ	06.05.2016 23:59:59	PУТЕКТОР	Розница	11	215 527,44
Компрессорное	06.05.2016 23:59:59	PУТЕКТОР	Дилер	3	78 695,55
Насосное	06.05.2016 23:59:59	PУТЕКТОР	Дилер	7	1 706 572,26
Насосное	06.05.2016 23:59:59	PУТЕКТОР	Розница	12	4 101 966,03
Подготовка поверхности	06.05.2016 23:59:59	PУТЕКТОР	Дилер	4	210 301,77
Подготовка поверхности	06.05.2016 23:59:59	PУТЕКТОР	Розница	3	26 818,00
Сварочное	06.05.2016 23:59:59	PУТЕКТОР	Дилер	2	11 532,18
Сварочное	06.05.2016 23:59:59	PУТЕКТОР	Розница	2	332 600,89
Строительное	06.05.2016 23:59:59	Рутектор	Розница	1	159 710,87
Автосервис	10.05.2016 23:59:59	PУТЕКТОР	Дилер	1	109 218,12
Автосервис	10.05.2016 23:59:59	PУТЕКТОР	Розница	2	228 228,72
Дуговая сварка.	10.05.2016 23:59:59	PУТЕКТОР	Дилер	2	1 367 918,04
ЗЧ и РМ	10.05.2016 23:59:59	PУТЕКТОР	Дилер	7	449 932,83
ЗЧ и РМ	10.05.2016 23:59:59	PУТЕКТОР	Розница	15	553 117,92
Компрессорное	10.05.2016 23:59:59	PУТЕКТОР	Дилер	2	269 930,00
Компрессорное	10.05.2016 23:59:59	PУТЕКТОР	Розница	1	11 634,00
Насосное	10.05.2016 23:59:59	PУТЕКТОР	Дилер	13	526 541,50
Насосное	10.05.2016 23:59:59	PУТЕКТОР	Розница	4	337 080,48
Подготовка поверхности	10.05.2016 23:59:59	PУТЕКТОР	Дилер	2	47 980,00
Подготовка поверхности	10.05.2016 23:59:59	PУТЕКТОР	Розница	2	196 919,00
Сварочное	10.05.2016 23:59:59	PУТЕКТОР	Дилер	4	247 898,79
Сварочное	10.05.2016 23:59:59	PУТЕКТОР	Розница	2	481 390,73
Строительное	10.05.2016 23:59:59	PУТЕКТОР	Розница	1	8 690,00
Химическое	10.05.2016 23:59:59	PУТЕКТОР	Дилер	3	123 118,03
Химическое	10.05.2016 23:59:59	PУТЕКТОР	Розница	1	111 695,03
Дуговая сварка.	10.05.2016 23:59:59	Рутектор	Дилер	1	2 830,00
ЗЧ и РМ	10.05.2016 23:59:59	Рутектор	Розница	1	11 595,38
Дуговая сварка.	11.05.2016 23:59:59	PУТЕКТОР	Розница	1	11 784,25
ЗЧ и РМ	11.05.2016 23:59:59	PУТЕКТОР	Дилер	8	200 208,23
ЗЧ и РМ	11.05.2016 23:59:59	PУТЕКТОР	Розница	12	252 641,51
Компрессорное	11.05.2016 23:59:59	PУТЕКТОР	Дилер	3	296 422,00
Компрессорное	11.05.2016 23:59:59	PУТЕКТОР	Розница	3	113 105,00
Насосное	11.05.2016 23:59:59	PУТЕКТОР	Дилер	14	618 856,11
Насосное	11.05.2016 23:59:59	PУТЕКТОР	Розница	13	557 564,50
Подготовка поверхности	11.05.2016 23:59:59	PУТЕКТОР	Дилер	1	676,00
Сварочное	11.05.2016 23:59:59	PУТЕКТОР	Дилер	4	488 256,67
Сварочное	11.05.2016 23:59:59	PУТЕКТОР	Розница	6	311 622,68
Строительное	11.05.2016 23:59:59	PУТЕКТОР	Розница	1	11 154,00
Химическое	11.05.2016 23:59:59	PУТЕКТОР	Дилер	1	43 200,00
ЗЧ и РМ	11.05.2016 23:59:59	Рутектор	Дилер	1	21 749,00
ЗЧ и РМ	11.05.2016 23:59:59	Рутектор	Розница	1	63 970,86
Насосное	11.05.2016 23:59:59	Рутектор	Дилер	1	56 655,45
Насосное	11.05.2016 23:59:59	Рутектор	КПК	1	266 281,90
Подготовка поверхности	11.05.2016 23:59:59	Рутектор	Розница	1	186 585,28
Сварочное	11.05.2016 23:59:59	Рутектор	Розница	2	593 705,00
Химическое	11.05.2016 23:59:59	Рутектор	Розница	1	161 716,64
АТП	12.05.2016 23:59:59	PУТЕКТОР	Розница	1	43 082,36
Дуговая сварка.	12.05.2016 23:59:59	PУТЕКТОР	Дилер	3	46 065,30
Дуговая сварка.	12.05.2016 23:59:59	PУТЕКТОР	Розница	1	52 428,32
ЗЧ и РМ	12.05.2016 23:59:59	PУТЕКТОР	Дилер	12	272 662,30
ЗЧ и РМ	12.05.2016 23:59:59	PУТЕКТОР	Розница	16	361 872,27
Компрессорное	12.05.2016 23:59:59	PУТЕКТОР	Дилер	6	201 580,19
Компрессорное	12.05.2016 23:59:59	PУТЕКТОР	Розница	9	781 514,16
Насосное	12.05.2016 23:59:59	PУТЕКТОР	Дилер	9	392 749,98
Насосное	12.05.2016 23:59:59	PУТЕКТОР	Розница	11	1 309 502,99
Подготовка поверхности	12.05.2016 23:59:59	PУТЕКТОР	Дилер	1	21 375,00
Подготовка поверхности	12.05.2016 23:59:59	PУТЕКТОР	Розница	2	49 800,00
Сварочное	12.05.2016 23:59:59	PУТЕКТОР	Дилер	2	34 103,63
Сварочное	12.05.2016 23:59:59	PУТЕКТОР	КПК	1	17 051,59
Сварочное	12.05.2016 23:59:59	PУТЕКТОР	Розница	2	359 641,05
Строительное	12.05.2016 23:59:59	PУТЕКТОР	Розница	1	11 154,00
Химическое	12.05.2016 23:59:59	PУТЕКТОР	Дилер	1	117 000,34
Химическое	12.05.2016 23:59:59	PУТЕКТОР	Розница	4	370 806,76
Сварочное	12.05.2016 23:59:59	Рутектор	Розница	1	26 930,00
Дуговая сварка.	13.05.2016 23:59:59	PУТЕКТОР	Розница	2	323 728,86
ЗЧ и РМ	13.05.2016 23:59:59	PУТЕКТОР	Дилер	14	473 006,39
ЗЧ и РМ	13.05.2016 23:59:59	PУТЕКТОР	Розница	22	293 666,42
Компрессорное	13.05.2016 23:59:59	PУТЕКТОР	Дилер	4	440 120,00
Компрессорное	13.05.2016 23:59:59	PУТЕКТОР	Розница	6	735 099,38
Металлообработка	13.05.2016 23:59:59	PУТЕКТОР	Розница	1	340 000,00
Насосное	13.05.2016 23:59:59	PУТЕКТОР	Дилер	12	1 859 018,59
Насосное	13.05.2016 23:59:59	PУТЕКТОР	Розница	5	126 368,76
Подготовка поверхности	13.05.2016 23:59:59	PУТЕКТОР	Дилер	1	86 110,00
Подготовка поверхности	13.05.2016 23:59:59	PУТЕКТОР	Розница	3	477 729,88
Сварочное	13.05.2016 23:59:59	PУТЕКТОР	Дилер	1	1 027,22
Сварочное	13.05.2016 23:59:59	PУТЕКТОР	Розница	1	30 754,22
Химическое	13.05.2016 23:59:59	PУТЕКТОР	Дилер	3	142 587,35
Химическое	13.05.2016 23:59:59	PУТЕКТОР	Розница	2	778 422,12
ЗЧ и РМ	13.05.2016 23:59:59	Рутектор	Дилер	1	2 832,30
ЗЧ и РМ	13.05.2016 23:59:59	Рутектор	КПК	2	569 002,00
ЗЧ и РМ	13.05.2016 23:59:59	Рутектор	Розница	1	2 166,48
Дуговая сварка.	16.05.2016 23:59:59	PУТЕКТОР	Розница	1	68 054,23
ЗЧ и РМ	16.05.2016 23:59:59	PУТЕКТОР	Дилер	7	1 252 602,39
ЗЧ и РМ	16.05.2016 23:59:59	PУТЕКТОР	Розница	16	392 286,68
Компрессорное	16.05.2016 23:59:59	PУТЕКТОР	Дилер	2	720 260,00
Компрессорное	16.05.2016 23:59:59	PУТЕКТОР	Розница	6	841 988,73
Насосное	16.05.2016 23:59:59	PУТЕКТОР	Дилер	11	570 163,64
Насосное	16.05.2016 23:59:59	PУТЕКТОР	Розница	12	832 571,08
Подготовка поверхности	16.05.2016 23:59:59	PУТЕКТОР	Дилер	6	247 850,89
Подготовка поверхности	16.05.2016 23:59:59	PУТЕКТОР	Розница	4	180 702,20
Сварочное	16.05.2016 23:59:59	PУТЕКТОР	Дилер	2	135 482,95
Сварочное	16.05.2016 23:59:59	PУТЕКТОР	Розница	5	808 926,76
Строительное	16.05.2016 23:59:59	PУТЕКТОР	Розница	1	79 394,50
Химическое	16.05.2016 23:59:59	PУТЕКТОР	Дилер	1	8 923,33
Химическое	16.05.2016 23:59:59	PУТЕКТОР	Розница	2	107 278,54
ЗЧ и РМ	16.05.2016 23:59:59	Рутектор	Розница	1	34 200,00
Компрессорное	16.05.2016 23:59:59	Рутектор	Розница	1	583 450,00
Дуговая сварка.	17.05.2016 23:59:59	PУТЕКТОР	Дилер	1	18 363,73
Дуговая сварка.	17.05.2016 23:59:59	PУТЕКТОР	Розница	1	49 319,46
ЗЧ и РМ	17.05.2016 23:59:59	PУТЕКТОР	Дилер	8	145 546,99
ЗЧ и РМ	17.05.2016 23:59:59	PУТЕКТОР	Розница	17	301 491,09
Компрессорное	17.05.2016 23:59:59	PУТЕКТОР	Дилер	5	213 816,13
Компрессорное	17.05.2016 23:59:59	PУТЕКТОР	Розница	9	1 339 261,55
Насосное	17.05.2016 23:59:59	PУТЕКТОР	Дилер	14	823 629,84
Насосное	17.05.2016 23:59:59	PУТЕКТОР	Розница	13	1 252 323,33
НГО	17.05.2016 23:59:59	PУТЕКТОР	КПК	1	3 314 651,05
Подготовка поверхности	17.05.2016 23:59:59	PУТЕКТОР	Дилер	2	15 251,11
Подготовка поверхности	17.05.2016 23:59:59	PУТЕКТОР	Розница	2	12 480,10
Сварочное	17.05.2016 23:59:59	PУТЕКТОР	Дилер	5	2 440 316,41
Сварочное	17.05.2016 23:59:59	PУТЕКТОР	КПК	2	2 965 119,43
Сварочное	17.05.2016 23:59:59	PУТЕКТОР	Розница	4	320 138,72
Строительное	17.05.2016 23:59:59	PУТЕКТОР	Дилер	1	6 950,00
Строительное	17.05.2016 23:59:59	PУТЕКТОР	Розница	2	331 617,75
Химическое	17.05.2016 23:59:59	PУТЕКТОР	Дилер	2	135 913,60
Химическое	17.05.2016 23:59:59	PУТЕКТОР	Розница	1	31 465,88
ЗЧ и РМ	17.05.2016 23:59:59	Рутектор	Дилер	1	75 732,74
Насосное	17.05.2016 23:59:59	Рутектор	Дилер	1	10 630,00
Дуговая сварка.	18.05.2016 23:59:59	PУТЕКТОР	Дилер	1	26 200,00
Дуговая сварка.	18.05.2016 23:59:59	PУТЕКТОР	КПК	1	1 920 000,00
Дуговая сварка.	18.05.2016 23:59:59	PУТЕКТОР	Розница	1	148 736,77
ЗЧ и РМ	18.05.2016 23:59:59	PУТЕКТОР	Дилер	16	155 234,71
ЗЧ и РМ	18.05.2016 23:59:59	PУТЕКТОР	Розница	21	853 531,24
Компрессорное	18.05.2016 23:59:59	PУТЕКТОР	Дилер	4	339 684,50
Компрессорное	18.05.2016 23:59:59	PУТЕКТОР	Розница	2	618 814,12
Металлообработка	18.05.2016 23:59:59	PУТЕКТОР	Розница	1	20 000,00
Насосное	18.05.2016 23:59:59	PУТЕКТОР	Дилер	17	1 507 392,19
Насосное	18.05.2016 23:59:59	PУТЕКТОР	Розница	4	1 123 003,80
Подготовка поверхности	18.05.2016 23:59:59	PУТЕКТОР	Дилер	1	24 013,55
